,X,rho0,rhoI,s0S,s0T,lCT,cw,v1A,z1A,alpha1A,beta1A,v2A,z2A,nA,cwA,cpA,costA,v1B,z1B,alpha1B,beta1B,v2B,z2B,nB,cwB,cpB,costB,v1C,z1C,alpha1C,beta1C,v2C,z2C,nC,cwC,cpC,costC,best_competitor,rel_cost
68,68,0.1,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,543.1026856,1888338.617,368.5004461,1888707.118,1,0.851874281
69,69,0.2,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,473.0857575,1920061.658,375.0529109,1920436.711,1,0.86618546
70,70,0.3,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,562.931847,1919729.208,375.3732275,1920104.582,1,0.866035657
71,71,0.4,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.4292006,1883833.844,368.7532661,1884202.597,1,0.849842582
72,72,0.5,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,638.1733416,1809371.301,354.5705777,1809725.872,1,0.816250922
73,73,0.6,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,558.3134075,1696451.153,332.7748077,1696783.928,1,0.765310077
74,74,0.7,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.6675989,1552553.286,304.730084,1552858.016,1,0.743165106
75,75,0.8,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,332.5632656,1394057.421,273.5773998,1394330.999,1,0.860028804
76,76,0.9,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,620.3349515,1239816.898,243.0516039,1240059.95,1,0.927538856
77,77,0.99,0.6,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,551.2187439,1114994.343,218.2371837,1115212.58,1,0.961550891
78,78,0.01,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,670.1280028,1662657.016,324.0839086,1662981.099,1,0.750063795
79,79,0.1,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,574.9204311,1727978.951,337.1244657,1728316.075,1,0.7795322
80,80,0.2,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,386.933208,1778025.318,347.2664047,1778372.584,1,0.802109471
81,81,0.3,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.6292793,1800677.933,352.0838297,1801030.016,1,0.812328781
82,82,0.4,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,472.9902908,1791930.61,350.7706011,1792281.38,1,0.808382834
83,83,0.5,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,609.0207797,1747618.458,342.4796081,1747960.938,1,0.788392733
84,84,0.6,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,543.4012615,1664869.09,326.5924546,1665195.683,1,0.751062651
85,85,0.7,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,346.4477215,1545898.099,303.4547049,1546201.553,1,0.739979463
86,86,0.8,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,333.0400872,1402230.763,275.2401952,1402506.003,1,0.865071178
87,87,0.9,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,385.5549775,1252664.763,245.6421689,1252910.405,1,0.937150728
88,88,0.99,0.7,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,578.5222051,1126774.357,220.6068338,1126994.964,1,0.971709817
89,89,0.01,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,424.5799768,1425750.975,277.7438652,1426028.719,1,0.643189819
90,90,0.1,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,417.2008518,1501830.541,292.8661486,1502123.407,1,0.677511238
91,91,0.2,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.4874957,1570878.427,306.7073096,1571185.134,1,0.708660541
92,92,0.3,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,437.9935897,1619343.432,316.5580083,1619659.99,1,0.730524429
93,93,0.4,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,606.5795949,1642801.81,321.5288979,1643123.339,1,0.741107237
94,94,0.5,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,352.1866666,1636356.912,320.6299391,1636677.542,1,0.738199952
95,95,0.6,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,517.1362337,1594812.213,312.8046703,1595125.018,1,0.719458282
96,96,0.7,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,574.9225681,1514689.092,297.3037733,1514986.396,1,0.725040547
97,97,0.8,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,622.0176889,1399163.853,274.6599813,1399438.513,1,0.863179138
98,98,0.9,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,648.1028854,1262348.162,247.6006813,1262595.763,1,0.944395172
99,99,0.99,0.8,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,606.9385712,1137588.403,222.7852073,1137811.189,1,0.981035708
100,100,0.01,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,496.2290574,1067793.815,207.7855232,1068001.6,1,0.481706818
101,101,0.1,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,492.90766,1149155.195,223.8594434,1149379.054,1,0.518410952
102,102,0.2,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,488.7345937,1235441.845,240.9972576,1235682.843,1,0.557337039
103,103,0.3,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,488.2376839,1312552.79,256.3929451,1312809.183,1,0.59212377
104,104,0.4,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,480.4073302,1375467.4,269.0372779,1375736.438,1,0.620506207
105,105,0.5,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,468.9588697,1418910.518,277.8668326,1419188.385,1,0.640104585
106,106,0.6,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,491.4547724,1436677.205,281.6346594,1436958.84,1,0.648119694
107,107,0.7,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,543.204993,1421053.224,278.7897837,1421332.014,1,0.680219534
108,108,0.8,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,701.8705218,1364004.734,267.691539,1364272.426,1,0.841488559
109,109,0.9,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,643.298392,1263607.481,247.8742725,1263855.355,1,0.945337321
110,110,0.99,0.9,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,260.7408349,1147504.894,224.7855152,1147729.68,1,0.989587561
111,111,0.01,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,479.6940643,362733.1776,70.38796031,362803.5655,1,0.163637349
112,112,0.1,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,701.8705218,408399.0764,79.2858001,408478.3622,1,0.184238312
113,113,0.2,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,225.8683257,471784.0286,91.66537393,471875.694,1,0.21283277
114,114,0.3,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,611.5693046,551578.4388,107.2994474,551685.7383,1,0.248829947
115,115,0.4,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,190.7612395,649349.3522,126.5257306,649475.878,1,0.292936788
116,116,0.5,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,1795.930984,6544472.569,1299.230734,6545771.799,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,200.0710082,762300.632,148.8109256,762449.443,1,0.343891896
117,117,0.6,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,743.0925219,3049400.485,598.9419602,3049999.427,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,258.0696085,882250.2179,172.5334278,882422.7513,1,0.398004137
118,118,0.7,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,688.4420099,2089110.488,409.0603335,2089519.548,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,682.2301209,998460.6864,195.5182958,998656.2047,1,0.477935804
119,119,0.8,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,526.1095667,1620943.587,317.2275204,1621260.814,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,257.7364031,1099999.585,215.5592661,1100215.144,1,0.678616997
120,120,0.9,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,371.6322996,1336674.165,261.6849914,1336935.85,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,257.3907237,1169670.406,229.2646424,1169899.67,1,0.875060438
121,121,0.99,0.99,0.1,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,315.0870839,1159578.947,227.1426662,1159806.09,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,646.859493,1154330.286,226.1664466,1154556.453,1,0.995473694
122,243,0.01,0.01,0.4,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,574.9462521,2216266.31,432.4306591,2216698.741,1,0.999810203
123,244,0.1,0.01,0.4,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,506.3370774,2175351.404,424.4221732,2175775.826,1,0.981352509
124,245,0.2,0.01,0.4,0.1,0.02,1.00E+05,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,509.4904798,2216687.032,432.5122537,2217119.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008096395,2.3939798,0.016666667,0.487846774,0.008019826,1.961204461,670.1302655,2041461.987,398.2019016,2041860.188,1,0.920951779
